time,density,gyrate,hbnum,hbond,kinetic_energy,potential,pressure,rmsd,rmsf,sasa,temperature,total_energy
1830,1022.2623535999999,1.544719,117.0,117.0,81281.10000020001,-475261.48125,27.408686199999998,4e-07,0.193325,83.966,300.4169922,-393980.375
1840,1021.4574342,1.543268,131.0,131.0,81188.1265626,-475068.76875,-1.944043599999998,4e-07,0.193325,83.947,300.0733584,-393880.64375
1850,1021.0530394,1.552765,120.0,120.0,80614.5093752,-475209.6375,-19.48708660000001,4e-07,0.193325,83.678,297.9532474,-394595.125
1860,1020.2205446,1.544834,117.0,117.0,80598.1624998,-474850.1375,-103.39971080000001,4e-07,0.193325,83.838,297.8928406,-394251.975
1870,1020.2200929999999,1.550741,115.0,115.0,81186.1734376,-474793.30625,18.3200136,4e-07,0.193325,84.009,300.0661378,-393607.13125
1880,1021.5087891999999,1.555282,128.0,128.0,81236.5828126,-475856.21875,-74.6251128,4e-07,0.193325,83.828,300.2524414,-394619.6375
1890,1021.4607424,1.555141,119.0,119.0,80620.5421874,-475268.78125,105.7102218,4e-07,0.193325,84.101,297.9755556,-394648.25
1900,1022.9838136000001,1.554627,114.0,114.0,81066.0109378,-475211.41875,130.134388,4e-07,0.193325,85.92,299.6220276,-394145.4
1910,1021.4698609999999,1.553729,119.0,119.0,81443.340625,-474927.05,3.330022799999994,4e-07,0.193325,86.755,301.0166322,-393483.70625
1920,1021.3813475999999,1.552953,123.0,123.0,80709.5390624,-475208.24375,94.8711126,4e-07,0.193325,86.149,298.30449200000004,-394498.70625
1930,1021.6857422,1.552787,128.0,128.0,81285.52499979999,-474533.83125,41.397109199999996,4e-07,0.193325,86.583,300.4333498,-393248.30625
1940,1020.5796756,1.549318,126.0,126.0,80863.0343752,-475300.49375,28.567503199999997,4e-07,0.193325,85.185,298.8717956,-394437.45625
1950,1022.3499024,1.546125,119.0,119.0,81315.0390626,-474987.70625,84.7299812,4e-07,0.193325,85.534,300.5424378,-393672.66875
1960,1022.2158446,1.55156,117.0,117.0,81611.64999979999,-474858.54375,-6.872139400000004,4e-07,0.193325,84.571,301.6387146,-393246.89375
1970,1021.8766238000001,1.548974,117.0,117.0,81021.9828126,-475037.08125,12.9397984,4e-07,0.193325,85.441,299.4592834,-394015.09375
1980,1022.354541,1.554545,121.0,121.0,81354.3234376,-474843.25,-36.007520799999995,4e-07,0.193325,85.278,300.6876284,-393488.925
1990,1021.8532716,1.557808,122.0,122.0,81251.7062498,-474740.15,-156.12639159999998,4e-07,0.193325,86.624,300.3083678,-393488.45
2000,1020.4804688,1.546603,123.0,123.0,81217.1640624,-475287.29375,-22.363855800000003,4e-07,0.193325,85.216,300.1806886,-394070.13125
2010,1020.3343017999999,1.541445,122.0,122.0,81310.96875,-475549.5625,-59.8852792,4e-07,0.193325,83.222,300.5273986,-394238.59375
2020,1020.8428344,1.547098,121.0,121.0,81406.528125,-474565.46875,47.761337399999995,4e-07,0.193325,84.564,300.8805726,-393158.9375
2030,1021.7976808,1.53737,122.0,122.0,81598.2265626,-474413.15,37.2130178,4e-07,0.193325,84.328,301.58908099999996,-392814.91875
2040,1019.145459,1.549908,118.0,118.0,81407.3765624,-475206.45625,-112.94336540000002,4e-07,0.193325,85.247,300.883722,-393799.075
2050,1023.0912840000001,1.548586,124.0,124.0,80872.0765626,-475268.71875,43.1821976,4e-07,0.193325,84.758,298.9052244,-394396.64375
2060,1017.8810792,1.552467,127.0,127.0,81122.00625020001,-474432.2875,-43.01479779999999,4e-07,0.193325,86.624,299.8289736,-393310.275
2070,1024.0532958,1.546615,130.0,130.0,80952.434375,-475309.6125,97.572406,4e-07,0.193325,87.342,299.202246,-394357.18125
2080,1021.5174559999999,1.54703,119.0,119.0,81206.0328124,-475111.65625,-4.009332200000006,4e-07,0.193325,85.124,300.13954479999995,-393905.625
2090,1023.258081,1.54644,126.0,126.0,81718.703125,-474897.03125,12.7376442,4e-07,0.193325,85.316,302.034375,-393178.33125
2100,1021.1828368,1.553689,124.0,124.0,81282.9046874,-474902.26875,42.060225599999995,4e-07,0.193325,85.791,300.423651,-393619.3625
2110,1017.5898072,1.540127,130.0,130.0,81212.9828124,-475235.43125,-99.3873244,4e-07,0.193325,86.343,300.165216,-394022.44375
2120,1020.5521364,1.537927,136.0,136.0,81227.565625,-475813.91875,-58.77433140000001,4e-07,0.193325,83.751,300.2191348,-394586.3625
2130,1021.420398,1.54033,120.0,120.0,81026.53125,-475143.05625,-85.944813,4e-07,0.193325,83.45,299.4761048,-394116.51875
2140,1021.5116089999999,1.539727,127.0,127.0,81334.253125,-474470.675,-71.18884740000001,4e-07,0.193325,83.673,300.613446,-393136.425
2150,1022.8520754000001,1.542346,121.0,121.0,81251.9453126,-474804.4875,6.0199964000000055,4e-07,0.193325,83.759,300.3092348,-393552.54375
2160,1020.9932617999999,1.537063,120.0,120.0,80856.5421876,-475423.2875,-10.57056,4e-07,0.193325,83.546,298.847827,-394566.7375
2170,1021.4185914,1.538387,120.0,120.0,81018.653125,-475117.8375,-68.4041802,4e-07,0.193325,84.87,299.4469728,-394099.18125
2180,1021.7757445999999,1.540867,121.0,121.0,81062.66875,-475507.14375,-4.7067970000000035,4e-07,0.193325,84.688,299.60968,-394444.475
2190,1021.9710451999999,1.541938,132.0,132.0,81244.0624998,-474738.86875,-6.721436199999999,4e-07,0.193325,84.744,300.28009039999995,-393494.8125
2200,1020.3421388,1.543417,114.0,114.0,81247.7546876,-474893.06875,-54.268781000000004,4e-07,0.193325,84.25,300.29373780000003,-393645.30625
2210,1020.748413,1.547809,123.0,123.0,80899.0546876,-475582.25625,-66.91599040000001,4e-07,0.193325,84.132,299.00494979999996,-394683.20625
2220,1019.7158568000001,1.55676,118.0,118.0,81370.43125,-475595.2375,-139.48222579999998,4e-07,0.193325,84.917,300.747168,-394224.80625
2230,1022.189795,1.545664,116.0,116.0,81439.8890626,-475281.875,24.724005000000012,4e-07,0.193325,86.705,301.0038758,-393841.98125
2240,1022.0935792,1.559524,119.0,119.0,81404.09375,-474917.025,-60.98045040000001,4e-07,0.193325,87.193,300.87157,-393512.9375
2250,1023.9726562,1.552208,117.0,117.0,80954.875,-475259.0125,-54.0248806,4e-07,0.193325,86.54,299.2112548,-394304.1375
2260,1022.61427,1.550674,130.0,130.0,81360.3703126,-475391.50625,19.596724599999998,4e-07,0.193325,86.656,300.70997939999995,-394031.13125
2270,1022.618274,1.546714,122.0,122.0,81243.3859374,-474682.65,150.6404358,4e-07,0.193325,86.096,300.2776,-393439.2625
2280,1021.8787840000001,1.545433,119.0,119.0,81343.0984376,-474666.6125,-40.984488799999994,4e-07,0.193325,85.653,300.64613019999996,-393323.5125
2290,1022.9673096,1.542445,119.0,119.0,81389.2671874,-474537.775,23.128376,4e-07,0.193325,86.002,300.8167724,-393148.5125
2300,1021.2569579999999,1.539225,123.0,123.0,81080.6359378,-474882.49375,28.848201800000005,4e-07,0.193325,85.231,299.6760802,-393801.85625
2310,1020.653772,1.537435,127.0,127.0,80883.4640626,-474775.575,25.7748104,4e-07,0.193325,85.734,298.94732039999997,-393892.1125
2320,1021.1575071999999,1.525632,125.0,125.0,81131.85,-474850.575,-3.595959600000003,4e-07,0.193325,83.916,299.8653566,-393718.725
2330,1021.3070799999999,1.542346,117.0,117.0,81126.0140624,-475212.21875,-54.993335200000004,4e-07,0.193325,83.842,299.8437684,-394086.20625
2340,1019.9912596,1.533332,120.0,120.0,81397.27187520001,-474474.4125,84.50260800000001,4e-07,0.193325,86.036,300.846356,-393077.1375
2350,1022.7000611999999,1.527207,126.0,126.0,81466.7328126,-474663.1625,63.3587808,4e-07,0.193325,83.701,301.10309459999996,-393196.425
2360,1023.2297242000001,1.530368,130.0,130.0,81674.2125,-475033.26875,-33.00839619999999,4e-07,0.193325,83.017,301.8699464,-393359.05625
2370,1020.8145386,1.535042,126.0,126.0,81554.1343752,-475157.20625,1.3926593999999994,4e-07,0.193325,84.855,301.4261352,-393603.06875
2380,1024.6621460000001,1.533408,133.0,133.0,81032.540625,-474669.56875,11.812662600000007,4e-07,0.193325,84.254,299.4983154,-393637.03125
2390,1023.0607910000001,1.539919,117.0,117.0,80882.2421874,-474584.11875,46.501598,4e-07,0.193325,84.334,298.9428102,-393701.875
2400,1022.5673706,1.532285,127.0,127.0,80914.64375,-475130.98125,-85.2199456,4e-07,0.193325,83.471,299.062555,-394216.3375
2410,1022.6376587999999,1.535283,129.0,129.0,80998.9578124,-475193.1875,-22.9075896,4e-07,0.193325,82.444,299.3741702,-394194.2375
2420,1022.1487913999999,1.53446,124.0,124.0,80932.4406252,-475137.79375,66.7777356,4e-07,0.193325,83.059,299.12833259999996,-394205.34375
2430,1020.977527,1.529134,124.0,124.0,81700.5578124,-475053.6125,-25.563237800000003,4e-07,0.193325,81.659,301.9673218,-393353.05625
2440,1020.8152588,1.538368,134.0,134.0,81090.99062520001,-475220.59375,98.6342202,4e-07,0.193325,81.677,299.71434339999996,-394129.6
2450,1022.0335446000001,1.537773,130.0,130.0,80881.3171874,-474656.7,-99.5914188,4e-07,0.193325,81.61,298.93938579999997,-393775.38125
2460,1021.186255,1.541478,120.0,120.0,81398.4062498,-474474.41875,111.27520439999998,4e-07,0.193325,83.038,300.8505738,-393076.0125
2470,1018.9476072,1.535619,126.0,126.0,81228.1296876,-474942.1,66.50289999999998,4e-07,0.193325,82.728,300.22120340000004,-393713.96875
2480,1022.7329346,1.537969,124.0,124.0,80914.525,-475207.13125,101.4612228,4e-07,0.193325,82.574,299.0621218,-394292.60625
2490,1021.5571166,1.533497,126.0,126.0,81443.8265624,-474953.74375,2.878686599999992,4e-07,0.193325,82.802,301.018451,-393509.91875
2500,1022.6324951999999,1.542836,124.0,124.0,81417.8703126,-475228.1625,46.2590428,4e-07,0.193325,84.256,300.9224978,-393810.2875
2510,1020.7380737999999,1.537892,127.0,127.0,81261.1484376,-474444.06875,3.0219086000000006,4e-07,0.193325,82.335,300.3432558,-393182.91875
2520,1022.6020017999999,1.541335,123.0,123.0,80941.8796874,-475158.36875,34.6276092,4e-07,0.193325,82.841,299.1632508,-394216.4875
2530,1020.3645263999999,1.540257,117.0,117.0,81227.6484376,-474872.21875,60.54687679999999,4e-07,0.193325,83.104,300.2194396,-393644.56875
2540,1020.6744264000001,1.536807,118.0,118.0,81223.4250002,-475183.63125,-52.1795562,4e-07,0.193325,83.224,300.2038146,-393960.2
2550,1023.9891358000001,1.53954,122.0,122.0,80562.571875,-475364.41875,66.95272680000001,4e-07,0.193325,82.107,297.7612916,-394801.84375
2560,1020.8559327999999,1.53612,135.0,135.0,81404.76875,-474874.75,-65.0603092,4e-07,0.193325,82.626,300.8740782,-393469.98125
2570,1022.2500975999999,1.534886,133.0,133.0,81432.6734376,-475249.8,73.8404888,4e-07,0.193325,82.171,300.9771974,-393817.13125
2580,1024.3479492000001,1.534214,128.0,128.0,80692.4124998,-476114.5,118.6445144,4e-07,0.193325,82.909,298.2411866,-395422.09375
2590,1021.4348878000001,1.536377,134.0,134.0,80881.4015624,-474644.45,41.693547,4e-07,0.193325,83.052,298.9397034,-393763.04375
2600,1023.1623050000001,1.53441,123.0,123.0,81104.39375,-475875.925,46.967204200000005,4e-07,0.193325,83.47,299.763873,-394771.53125
2610,1024.0958616,1.534304,129.0,129.0,81182.834375,-475293.5875,8.252098,4e-07,0.193325,83.076,300.0538208,-394110.75625
2620,1024.0124148,1.544857,135.0,135.0,81168.12343780001,-475399.36875,-70.99105660000001,4e-07,0.193325,84.208,299.9994322,-394231.24375
2630,1022.9541016,1.539015,126.0,126.0,81371.7453124,-474942.625,-5.749349799999999,4e-07,0.193325,80.985,300.7520082,-393570.88125
2640,1020.5348022000001,1.543304,128.0,128.0,80917.8921876,-475354.76875,0.8653534000000036,4e-07,0.193325,86.365,299.0745606,-394436.86875
2650,1024.19989,1.542407,133.0,133.0,81173.096875,-475509.40625,53.4614406,4e-07,0.193325,83.712,300.017816,-394336.30625
2660,1023.4869264000001,1.538528,128.0,128.0,81386.2171876,-474910.8125,-120.8556222,4e-07,0.193325,83.839,300.8054992,-393524.5875
2670,1021.2664183999999,1.540257,129.0,129.0,80967.44375,-475141.4625,7.590468800000001,4e-07,0.193325,84.225,299.2577088,-394174.0125
2680,1021.4715332,1.542772,128.0,128.0,81390.709375,-475168.96875,-19.6130608,4e-07,0.193325,83.767,300.8221068,-393778.2625
2690,1021.325818,1.539826,132.0,132.0,81199.3750002,-475056.3375,36.899187,4e-07,0.193325,82.565,300.1149352,-393856.9625
2700,1021.2861084,1.53889,130.0,130.0,81422.5734374,-475412.48125,-52.76201679999999,4e-07,0.193325,82.796,300.93988060000004,-393989.90625
2710,1023.523877,1.543922,128.0,128.0,81349.58125,-475479.95625,153.35031800000002,4e-07,0.193325,82.963,300.67010500000004,-394130.36875
2720,1022.1825681999999,1.537738,123.0,123.0,81348.1015624,-474328.01875,-47.83214040000001,4e-07,0.193325,82.673,300.6646178,-392979.925
2730,1022.5764282,1.538489,129.0,129.0,80918.8171872,-475380.53125,-46.873037599999996,4e-07,0.193325,82.919,299.0779662,-394461.71875
2740,1020.0893921999999,1.540764,129.0,129.0,81024.0437498,-474813.05,0.7503019999999992,4e-07,0.193325,82.934,299.4668944,-393789.0125
2750,1021.9465456,1.535749,124.0,124.0,81238.4703124,-475535.74375,-20.1354992,4e-07,0.193325,83.936,300.25942999999995,-394297.26875
2760,1020.9116578000001,1.532209,134.0,134.0,81298.125,-475185.8625,142.1993432,4e-07,0.193325,82.712,300.4799134,-393887.7375
2770,1021.6830442,1.541763,126.0,126.0,81044.9187498,-475099.1625,-14.1577344,4e-07,0.193325,83.365,299.5440674,-394054.24375
2780,1022.9026976000001,1.532948,120.0,120.0,81472.4609374,-475720.9375,23.3045728,4e-07,0.193325,82.017,301.1242796,-394248.475
2790,1020.5309692000001,1.537456,121.0,121.0,81111.0265624,-474978.23125,-5.978060200000004,4e-07,0.193325,82.848,299.788391,-393867.20625
2800,1020.9009764,1.536061,128.0,128.0,81261.2468752,-475280.95625,-20.189827000000008,4e-07,0.193325,84.175,300.3436158,-394019.7125
2810,1020.4336059999999,1.543747,129.0,129.0,80971.3703124,-475062.79375,-58.93691160000001,4e-07,0.193325,84.1,299.272229,-394091.41875
2820,1020.6228758000001,1.546506,121.0,121.0,80970.8484374,-474752.20625,-93.7846838,4e-07,0.193325,84.655,299.2702758,-393781.3625
2830,1022.151843,1.535125,124.0,124.0,81009.234375,-474736.56875,-1.0694352000000038,4e-07,0.193325,83.208,299.41217040000004,-393727.33125
2840,1022.0786132,1.542314,128.0,128.0,81189.2765624,-475117.5,-6.010774800000002,4e-07,0.193325,85.277,300.0776124,-393928.225
2850,1022.6084472,1.546434,119.0,119.0,80930.2609372,-475479.98125,68.33792000000001,4e-07,0.193325,84.976,299.120276,-394549.725
2860,1024.5180788,1.538168,135.0,135.0,80825.4171876,-475295.94375,54.77266519999999,4e-07,0.193325,85.425,298.7327818,-394470.525
2870,1020.8687742,1.547004,122.0,122.0,81341.78125,-474802.53125,-15.820421599999992,4e-07,0.193325,86.704,300.6412656,-393460.75
2880,1020.1797974000001,1.545203,125.0,125.0,81466.5859376,-474868.4875,108.5767954,4e-07,0.193325,86.512,301.1025514,-393401.9
2890,1019.9028564,1.53828,123.0,123.0,81074.5671876,-475017.1125,-0.08450180000000244,4e-07,0.193325,86.301,299.6536438,-393942.54375
2900,1022.5167604000001,1.542804,123.0,123.0,81138.4812502,-474913.84375,67.43712359999999,4e-07,0.193325,87.194,299.8898806,-393775.3625
2910,1020.6188598000001,1.538632,127.0,127.0,81315.15625,-475305.46875,1.6931412000000023,4e-07,0.193325,88.655,300.5428528,-393990.31875
2920,1020.8664064000001,1.542231,125.0,125.0,81210.06875,-474999.7375,-107.63683800000001,4e-07,0.193325,86.888,300.1544494,-393789.66875
2930,1023.4864988000002,1.540969,123.0,123.0,81416.9296876,-475091.425,109.47291419999999,4e-07,0.193325,85.745,300.91901859999996,-393674.49375
2940,1024.7272216000001,1.5452,118.0,118.0,80577.2796874,-475910.4125,18.4317224,4e-07,0.193325,85.509,297.8156556,-395333.125
2950,1023.3723634,1.543465,119.0,119.0,81305.690625,-475375.91875,89.1691248,4e-07,0.193325,86.277,300.5078798,-394070.23125
2960,1023.1051148,1.540715,115.0,115.0,81103.8406252,-475446.50625,-6.9970438,4e-07,0.193325,84.64,299.7618468,-394342.65625
2970,1022.7112669999999,1.53549,121.0,121.0,81004.9343752,-475047.2375,-166.112529,4e-07,0.193325,85.694,299.3962768,-394042.3
2980,1022.7776488,1.536607,127.0,127.0,81059.3484374,-475047.0625,-49.537621,4e-07,0.193325,84.5,299.5974,-393987.725
2990,1022.0215086000001,1.535771,112.0,112.0,81042.653125,-475017.44375,62.649713199999994,4e-07,0.193325,86.397,299.5356628,-393974.79375
3000,1022.0500244000001,1.545632,119.0,119.0,80862.0843748,-475544.43125,32.20316960000001,4e-07,0.193325,85.818,298.868292,-394682.35
3010,1020.383728,1.539552,126.0,126.0,81149.77187520001,-474440.18125,-9.022523999999999,4e-07,0.193325,85.989,299.93159180000004,-393290.40625
3020,1022.1194825999999,1.543889,129.0,129.0,81473.2140626,-475234.59375,83.25136659999998,4e-07,0.193325,84.069,301.1270446,-393761.375
3030,1020.040576,1.544589,124.0,124.0,80785.40625,-475078.7625,-149.260849,4e-07,0.193325,86.477,298.5848816,-394293.35625
3040,1023.5442872,1.538561,130.0,130.0,81610.7031252,-474676.7375,89.5831584,4e-07,0.193325,84.961,301.635205,-393066.03125
3050,1022.100891,1.540789,122.0,122.0,81377.6218752,-475222.93125,95.083732,4e-07,0.193325,84.4,300.7737426,-393845.30625
3060,1021.1348388,1.537799,118.0,118.0,81016.3921876,-475015.8,35.9702622,4e-07,0.193325,87.039,299.43862939999997,-393999.40625
3070,1021.2678956,1.54072,114.0,114.0,81234.109375,-475136.0125,8.288299600000006,4e-07,0.193325,84.198,300.2433228,-393901.90625
3080,1020.8803221999999,1.536966,130.0,130.0,81649.6875002,-475025.5875,-80.2649488,4e-07,0.193325,83.009,301.779291,-393375.89375
3090,1023.3578856,1.536028,113.0,113.0,80996.9359376,-474641.10625,-3.9612006000000024,4e-07,0.193325,86.072,299.3667178,-393644.16875
3100,1021.3729368,1.537096,120.0,120.0,81243.7984376,-475809.8625,11.807077000000003,4e-07,0.193325,83.856,300.27911359999996,-394566.05625
3110,1023.2628784000001,1.541535,126.0,126.0,81142.6703126,-474891.975,44.3315868,4e-07,0.193325,83.856,299.9053468,-393749.30625
3120,1020.6648683999999,1.536569,116.0,116.0,80358.3687502,-475549.2125,-140.5797072,4e-07,0.193325,85.125,297.006543,-395190.84375
3130,1021.232251,1.531351,118.0,118.0,81363.6625,-474990.475,2.901020800000001,4e-07,0.193325,83.925,300.72215,-393626.80625
3140,1020.8831542,1.539219,115.0,115.0,81617.5375,-475208.85,57.0125844,4e-07,0.193325,83.938,301.6604676,-393591.3125
3150,1021.5968995999999,1.535994,116.0,116.0,81247.1078126,-474524.29375,-12.049362200000001,4e-07,0.193325,84.304,300.29135740000004,-393277.1875
3160,1019.9412962,1.539218,121.0,121.0,81272.2640626,-474681.0,-41.3495038,4e-07,0.193325,84.226,300.3843506,-393408.7375
3170,1021.4804200000001,1.530875,119.0,119.0,81292.178125,-475295.81875,2.257978799999995,4e-07,0.193325,85.668,300.4579468,-394003.6375
3180,1020.1730712000001,1.540402,114.0,114.0,81225.1078126,-475102.49375,-157.1018738,4e-07,0.193325,85.256,300.2100342,-393877.38125
3190,1022.997241,1.535399,122.0,122.0,81177.9015626,-475226.15625,76.0066828,4e-07,0.193325,86.232,300.0355776,-394048.25625
3200,1022.9156495999999,1.539252,119.0,119.0,81512.1875,-475634.85625,89.2045382,4e-07,0.193325,85.43,301.2710876,-394122.66875
3210,1021.4370482,1.54107,114.0,114.0,81372.2265626,-474717.3625,-82.0179234,4e-07,0.193325,86.61,300.7538146,-393345.13125
3220,1023.2746094,1.53915,125.0,125.0,81364.14375,-475652.025,14.760500600000006,4e-07,0.193325,84.706,300.7239136,-394287.8875
3230,1020.5094118000001,1.554523,120.0,120.0,81062.203125,-475434.56875,45.4375764,4e-07,0.193325,85.09,299.6079406,-394372.3625
3240,1022.9464598000001,1.548108,122.0,122.0,81057.0671878,-475498.25,-39.0506996,4e-07,0.193325,86.741,299.5889586,-394441.18125
3250,1020.7638306000001,1.553306,122.0,122.0,80788.734375,-475807.93125,-92.0017546,4e-07,0.193325,86.587,298.59716799999995,-395019.19375
3260,1020.3845091999999,1.547819,122.0,122.0,81311.8000002,-474681.7375,-115.510674,4e-07,0.193325,85.193,300.53046240000003,-393369.9375
3270,1023.7367674000001,1.544887,117.0,117.0,81186.6953124,-475077.49375,9.146677399999998,4e-07,0.193325,85.947,300.0680722,-393890.80625
3280,1023.041675,1.54398,116.0,116.0,81411.5968752,-474854.16875,61.61095279999999,4e-07,0.193325,85.826,300.8993286,-393442.56875
3290,1020.5175413999999,1.541557,124.0,124.0,81194.9171876,-474498.95,-52.943127000000004,4e-07,0.193325,84.956,300.09846200000004,-393304.03125
3300,1023.723926,1.538224,116.0,116.0,81331.909375,-475173.95625,-15.936485,4e-07,0.193325,84.102,300.604773,-393842.05
3310,1020.2373537999999,1.538376,112.0,112.0,81419.3453126,-475662.9625,-107.1281414,4e-07,0.193325,83.171,300.927954,-394243.61875
3320,1021.1584230000001,1.547329,107.0,107.0,81236.0109372,-474688.51875,11.613396400000001,4e-07,0.193325,85.625,300.2503478,-393452.5125
3330,1023.0761842,1.54394,111.0,111.0,81082.45,-475375.05,41.158537800000005,4e-07,0.193325,85.13,299.68278799999996,-394292.59375
3340,1022.4291140000001,1.546122,108.0,108.0,81045.3890626,-474835.875,35.366534400000006,4e-07,0.193325,83.461,299.54578879999997,-393790.4875
3350,1020.9722168000001,1.539683,121.0,121.0,81575.4656252,-475351.6375,10.016830600000006,4e-07,0.193325,84.582,301.5049866,-393776.16875
3360,1020.4626341999999,1.536293,124.0,124.0,81244.0875,-474156.83125,-80.759787,4e-07,0.193325,85.421,300.280182,-392912.74375
3370,1020.5889891999999,1.537824,120.0,120.0,81227.8453126,-475095.6125,-50.5023542,4e-07,0.193325,86.528,300.2201478,-393867.7625
3380,1022.2862304,1.53752,124.0,124.0,81325.1671874,-474569.33125,-11.781209600000002,4e-07,0.193325,84.414,300.5798766,-393244.16875
3390,1022.7276612,1.543859,119.0,119.0,81708.55,-474976.93125,42.851879600000004,4e-07,0.193325,84.522,301.99686299999996,-393268.38125
3400,1021.2545041999999,1.540528,118.0,118.0,81487.57187479999,-475445.7625,87.19982159999999,4e-07,0.193325,83.682,301.1801086,-393958.1875
3410,1020.1872068,1.547891,125.0,125.0,80730.3609374,-475091.55625,44.546878199999995,4e-07,0.193325,84.998,298.3814514,-394361.19375
3420,1021.9763913999999,1.552205,119.0,119.0,80949.7890626,-475392.70625,12.470201,4e-07,0.193325,87.17,299.1924622,-394442.9125
3430,1020.7834718,1.548348,117.0,117.0,81474.5531248,-474868.94375,-71.4049224,4e-07,0.193325,87.024,301.1320068,-393394.3875
3440,1018.8301272000001,1.544564,116.0,116.0,81091.6765626,-474701.88125,14.026519399999998,4e-07,0.193325,85.896,299.7168886,-393610.2125
3450,1019.5215329999999,1.547335,129.0,129.0,81709.865625,-475220.8875,-14.766025000000003,4e-07,0.193325,85.774,302.001715,-393511.01875
3460,1022.0266844,1.550075,120.0,120.0,81163.703125,-474772.06875,-31.5997096,4e-07,0.193325,85.159,299.9830932,-393608.3625
3470,1023.2229858000001,1.542095,118.0,118.0,81164.5031252,-475206.9625,-7.434111800000002,4e-07,0.193325,85.481,299.9860292,-394042.45625
3480,1020.5060299999999,1.548589,125.0,125.0,81290.5281248,-474968.7375,-26.817190600000004,4e-07,0.193325,84.662,300.4518372,-393678.21875
3490,1021.3794922000001,1.543473,108.0,108.0,81361.2421878,-475349.74375,47.7276598,4e-07,0.193325,85.999,300.71318959999996,-393988.49375
3500,1020.6024047999999,1.540445,118.0,118.0,81543.0625002,-475220.75625,24.570062200000002,4e-07,0.193325,84.076,301.3852112,-393677.6875
3510,1022.3476686,1.542513,118.0,118.0,80859.4609376,-475838.275,-95.0368448,4e-07,0.193325,84.628,298.8585938,-394978.8125
3520,1020.5427245999999,1.536699,118.0,118.0,81276.6953124,-475461.0125,-24.527969999999993,4e-07,0.193325,84.699,300.4007082,-394184.325
3530,1019.9706788,1.535303,126.0,126.0,81188.603125,-474952.6125,-86.3257372,4e-07,0.193325,84.266,300.0751162,-393764.0125
3540,1022.7168335999999,1.535518,128.0,128.0,81195.7375,-475707.9375,113.88839600000001,4e-07,0.193325,84.547,300.101477,-394512.2
3550,1020.5127808,1.530025,121.0,121.0,81505.771875,-474437.4125,-34.757628000000004,4e-07,0.193325,84.809,301.2473694,-392931.64375
3560,1021.5319704,1.538844,120.0,120.0,81370.17812520001,-474655.9,30.288941599999998,4e-07,0.193325,84.876,300.746222,-393285.71875
3570,1021.502295,1.541819,121.0,121.0,81309.2328126,-475508.94375,114.84517059999999,4e-07,0.193325,84.608,300.5209532,-394199.70625
3580,1019.9084348,1.528316,115.0,115.0,81080.8953124,-475060.24375,55.0512238,4e-07,0.193325,83.987,299.6770328,-393979.35625
3590,1022.7368042,1.53346,129.0,129.0,81195.7234372,-475258.9125,137.376239,4e-07,0.193325,84.561,300.1014222,-394063.2
3600,1022.3160156,1.529642,124.0,124.0,81428.5859372,-475432.45,21.1359532,4e-07,0.193325,84.945,300.9621034,-394003.86875
3610,1022.5321287999999,1.53287,124.0,124.0,81289.3468752,-474801.8625,7.6819368,4e-07,0.193325,85.179,300.4474792,-393512.5125
3620,1022.525,1.541867,127.0,127.0,81050.4859376,-475107.35625,23.2401594,4e-07,0.193325,84.317,299.564624,-394056.86875
3630,1020.7134398000001,1.532777,122.0,122.0,81000.05,-474738.69375,40.859916000000005,4e-07,0.193325,84.074,299.378235,-393738.64375
3640,1020.0848632000001,1.540055,120.0,120.0,81213.2671878,-474817.96875,3.331222400000003,4e-07,0.193325,84.04,300.16627200000005,-393604.7
3650,1021.8901612,1.548105,115.0,115.0,81454.3453124,-474830.38125,11.760771,4e-07,0.193325,83.944,301.057306,-393376.04375
3660,1021.163965,1.539268,120.0,120.0,81398.921875,-474776.35,1.5673657999999946,4e-07,0.193325,84.584,300.8524478,-393377.43125
3670,1022.7175048000001,1.539309,125.0,125.0,81062.1515624,-475235.1875,10.299296000000002,4e-07,0.193325,83.759,299.60775160000003,-394173.0375
3680,1021.846753,1.544478,117.0,117.0,81204.15,-474420.85625,-42.8746514,4e-07,0.193325,83.766,300.1325806,-393216.7
3690,1019.4171876,1.546259,118.0,118.0,80929.171875,-474738.1,-79.01775660000001,4e-07,0.193325,84.553,299.1162658,-393808.925
3700,1021.8065064,1.54589,122.0,122.0,81552.5109376,-475306.95625,-79.93962020000001,4e-07,0.193325,83.252,301.42014140000003,-393754.44375
3710,1020.377295,1.543401,118.0,118.0,81252.5734376,-475697.025,-58.48215700000001,4e-07,0.193325,85.729,300.3115722,-394444.45
3720,1020.9289796,1.540069,124.0,124.0,81354.1671876,-474668.725,-6.9195358,4e-07,0.193325,85.08,300.6870548,-393314.5625
3730,1021.4468747999999,1.538306,119.0,119.0,80975.4390626,-475112.7875,79.3792648,4e-07,0.193325,85.518,299.28724980000004,-394137.34375
3740,1020.7368164,1.532583,122.0,122.0,81092.0859374,-475640.2,93.65102920000001,4e-07,0.193325,84.693,299.718402,-394548.1125
3750,1021.796936,1.536855,119.0,119.0,81017.0624998,-474980.8125,-8.930245200000012,4e-07,0.193325,85.611,299.4411012,-393963.75625
3760,1022.791675,1.544423,127.0,127.0,81241.40625,-475159.25,82.5946686,4e-07,0.193325,84.783,300.2702818,-393917.83125
